Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z
-26.57278061,248.7759399,-2883.299316,-41.08678055,239.9326172,-2871.976563,-30.57457352,243.6085205,-2877.18335,-10.21595192,259.4085999,-2904.246094,-6.73116684,266.2194519,-2920.188965,-6.647798538,263.6270752,-2911.017822
-27.14162064,248.7937012,-2883.684082,-41.82188416,240.0422058,-2872.541016,-31.21136665,243.6114502,-2877.644287,-10.46965504,259.3875732,-2904.418213,-6.804831505,266.3034973,-2920.270752,-6.811445236,263.6214905,-2911.131348
-27.72688675,248.8247223,-2884.07251,-42.56726837,240.2010803,-2873.087158,-31.88888168,243.6538544,-2878.103027,-10.72394753,259.3555908,-2904.592041,-6.886881351,266.357605,-2920.36377,-6.978106499,263.5941162,-2911.252686
-28.24488258,248.879715,-2884.416992,-43.35514832,240.4232483,-2873.60498,-32.60742569,243.7398376,-2878.528564,-11.02187729,259.3083801,-2904.757813,-6.976629734,266.3747864,-2920.44458,-7.150309086,263.5401306,-2911.359131
-28.87764168,248.9309235,-2884.76123,-44.23611069,240.6596222,-2874.141357,-33.40956497,243.8278046,-2878.960449,-11.33017635,259.2121582,-2904.883545,-7.038396835,266.3430176,-2920.476074,-7.3182621,263.4291992,-2911.419922
-29.59002304,248.9420013,-2885.146973,-45.15588379,240.8895416,-2874.696777,-34.23045349,243.8785248,-2879.413818,-11.64323521,259.0374146,-2905.03418,-7.108975887,266.2178345,-2920.526855,-7.512318134,263.224823,-2911.502197
-30.2551918,248.9645386,-2885.497314,-46.0459137,241.1519623,-2875.208008,-35.02671433,243.9576416,-2879.839355,-11.97946358,258.8435669,-2905.19165,-7.203166962,266.0273438,-2920.597412,-7.725043297,262.9754334,-2911.609619
-30.87461853,249.0116882,-2885.769531,-46.88454056,241.4471893,-2875.611084,-35.7835846,244.0693512,-2880.169678,-12.29521275,258.6380005,-2905.300537,-7.294154644,265.7895813,-2920.641602,-7.934776783,262.7245178,-2911.682373
-31.47857285,249.0609283,-2885.957275,-47.69747925,241.7835846,-2875.914063,-36.50743485,244.1938171,-2880.398926,-12.62258148,258.4041138,-2905.351807,-7.417904854,265.5021362,-2920.644775,-8.147071838,262.4412231,-2911.698975
-32.09460449,249.1339111,-2886.065918,-48.473423,242.1366119,-2876.100586,-37.21228027,244.3488007,-2880.537109,-12.98124504,258.1737976,-2905.352783,-7.57434845,265.1880493,-2920.608398,-8.402070999,262.1322632,-2911.676025
-32.68669891,249.2514954,-2886.093018,-49.21987915,242.5493622,-2876.180176,-37.92085648,244.5661774,-2880.580322,-13.32985306,257.9559937,-2905.303467,-7.733638763,264.8467712,-2920.535645,-8.670274734,261.8286743,-2911.612305
